ID,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,target1,target2,target3,target4,target5,target6,target7,target8,target9,target10,target11
AG_RA_82,-0.7541895883060031,0.1359714065325507,3.652144813688043,-0.4391818415708037,-0.2925694598744373,0.1675383946838148,-0.1134495141011317,2.520890325893732,2.8219568356490825,-0.0564034854318276,-0.0338362377311939,-0.3008135988453317,-0.2871932290471289,-0.0235556620893827,0.5526078657605056,-0.1187332455715945,-0.1178487781924824,-0.176013507632167,1.295297736467854,-0.0336159164808782,1.130337363764509,0.2592158706100196,-0.2652472464249849,-0.2600809904932519,-0.2412274139942239
AG_RA_8,0.1591249038395494,3.1059143593768286,-0.0333522294663063,-0.4391818415708037,-0.2925694598744373,-0.1018235625771417,-0.1134495141011317,-0.2153061819150953,-0.5879095802114064,-0.0564034854318276,-0.0184218279951404,-0.1494394744397273,-0.0443881469314747,-0.7703871743522721,-0.2972867529198805,-0.0652865158658916,-0.1980936939319399,-0.3137983717660687,-0.3437390359661984,-0.0336159167895478,-0.3053785179282807,-0.3009720526457334,-0.265247246425009,-0.2929437503195755,-0.1919220442759081
AG_RA_3,-0.850046354760487,1.54076156313614,3.994327265461678,-0.4391818415708037,-0.2925694598744373,-0.1779193342207489,-0.1134495141011317,2.774934330979987,-0.8609752873268854,-0.0564034854318276,-0.0265451848411221,-0.2292132689420934,-0.1721961756787663,-0.5407647255896447,-0.5803412746977642,7.01026059436655,-0.2127735420453123,-0.288208188262995,-0.5689980966326941,-0.0336159164490473,-0.7448389588854802,-0.4097349554643526,-0.2652472464249825,-0.2532176992533961,-0.2847814748545217
AY_WH_24,-0.971159209468898,-1.1440774505919042,-0.660518231496447,1.504691138845515,-0.2925694598744373,-0.2070140573559902,-0.0781567649973155,-0.6809284316354639,-1.0419239724875318,-0.0564034854318276,-0.0357777204357027,0.1181178661237271,-0.3320452669978183,-0.8147885438263128,-0.7254309259225119,-0.6297597378298987,-0.2109680567872274,-0.3148198463604207,-0.4574695134123168,-0.0336139657668448,-0.6226166733672309,-0.3621423040960069,-0.1398375556379917,0.5852496087722155,-0.3104747817216969
EI_RA_10,1.6809902946017554,-1.1440774505919042,-0.660518231496447,2.698467957218882,-0.2925694598744373,-0.2070140573559902,-0.1134495141011317,-0.0384642709469511,-0.5819860812313916,-0.0564034854318276,-0.0333466617078414,-0.344193574464451,2.392859899335977,-0.0749162439147061,-0.6728526683242569,-0.1391669822066568,3.51459654020978,1.7532304166354382,3.060520454434146,-0.0336071728895918,0.3623648015551559,0.5191331759492144,2.196065459513872,2.7107791979311,-0.116691420961831
AG_RA_10,1.7748027480985686,1.1167722018937631,1.16841110198454,-0.4391818415708037,-0.2925694598744373,-0.1605215064782709,-0.1134495141011317,0.6769101439225034,-0.1601591251587463,-0.0564034854318276,-0.0287457475964508,-0.250823454943926,-0.2612218727534739,2.3782213989249965,0.4150543215544368,0.3670369805428621,-0.1868045534301742,-0.3015319534729633,-0.4073062002331949,-0.0336159167070456,0.8749364937806822,-0.3009576151795073,-0.2652472464250013,-0.2880933374639617,-0.263467767286887
AG_SO_20,3.34135178312539,2.0320223266078465,-0.2905654913350772,-0.4391818415708037,-0.2645532355888127,-0.1627560066028105,-0.1134495141011317,-0.4062671352537231,-0.9448434703572116,-0.0564034854318276,-0.0239954743774058,0.1763968559494882,-0.3013023239910029,-0.2080694081930885,-0.1928323832912688,0.0932402952691434,-0.216437064115826,-0.3333429814350638,-0.5145445665816029,-0.0336159168229271,0.1143146869146243,-0.3691019582618902,-0.2652472464250108,-0.2930064080124702,-0.1693538843520699
AG_SU_13,1.3993249742110292,1.6046121394175257,2.528171988300493,-0.4391818415708037,0.0344859368479741,-0.0887064770913259,-0.1134495141011317,1.686427434271046,-0.7708122545326468,-0.0564034854318276,-0.0262137916081401,-0.1716999533025419,-0.3451580786395682,0.0844273450463801,0.1863056744706898,-0.2517407292628698,-0.1909238515113792,-0.1284518171535861,-0.0643200769492886,-0.0336157604302587,0.394563324249838,-0.2030938497608937,-0.2652472464249918,-0.2694076386110238,-0.2252487664814002
AG_WH_101,-0.3033619893246045,-0.5470331232567887,-0.448872319330479,-0.4391818415708037,-0.2925694580162066,-0.0972402647658504,-0.1134495141011317,-0.5237977111438555,-0.0414854590049426,-0.0564034854318276,-0.0373811245380167,-0.1278494940898086,-0.3335603988389117,-0.1059842674649644,-0.3031993805037898,-0.4905314908887252,-0.2087303195843986,-0.3919699379169948,-0.0396296475738825,-0.0336159168463133,-0.3320643442607259,-0.2574760481295433,-0.265247246425012,-0.3240335879867651,-0.3626696427894848
EI_MA_7,-0.971159209468898,-0.971113409089476,-0.660518231496447,-0.4391818415708037,-0.2925694598744373,-0.2070140573559902,-0.1134495141011317,0.0235423231520057,0.2005389725960301,-0.0564034854318276,-0.0404798086038167,-0.3321530846436576,0.8309701432864712,0.3967935836208868,-0.2658384563145651,-0.4653914379803202,0.8898436912662173,1.3922769718571586,-0.4419613070079132,-0.0336119602531934,-0.2404165486562572,0.1577696896024679,1.7790683316869855,0.1610027076978659,-0.2102834950816614
AG_MA_82,1.6756121610064043,0.2599939219507209,0.1482476318155183,-0.4391818415708037,0.1639380729344875,-0.0897325521760335,-0.1134495141011317,-0.0804823303586673,-0.7202746873939359,-0.0564034854318276,-0.0331925439512459,-0.2276946651021123,-0.3451580786395682,1.2998175905089202,0.2645907258534267,-0.3466227801604346,-0.1815079775901084,-0.2449272947969354,0.0066585258620102,-0.0336153354198788,0.239379194308444,-0.1997174544118016,-0.2652472464250077,-0.3073918437125289,-0.2686633169477513
AG_RI_83,-0.6753972714249787,-0.5359228254382887,-0.4214611868359912,-0.4391818415708037,5.180010154718124,-0.1326107633867384,-0.1134495141011317,-0.5034470653209763,-0.5813919973466425,-0.0564034854318276,-0.0373234605840094,-0.1893168071049157,-0.3279328166308984,-0.5250578902781932,-0.300311272816521,1.0063208682491416,-0.207797462234523,0.0982192395275833,-0.2233711423203647,-0.033615916842564,-0.763695144195416,-0.266704433536595,-0.2652472464250118,-0.0048102651644533,1.0403062205826283
AG_WH_82,-0.5807693861469819,-0.1278344987116121,-0.3780476639868275,-0.4391818415708037,-0.2925694598744373,-0.0237748292436249,-0.1134495141011317,-0.4712158823297421,1.545495439463058,-0.0564034854318276,-0.035205426444399,0.0394008160804555,-0.3300465636462789,-0.800757788152217,-0.1096549515552259,-0.3246366460416741,-0.1918588475675037,-0.3499720784076218,0.357076125600288,-0.0336159168484156,0.1424075586659358,-0.0961039417178049,-0.2652472464250116,-0.3153213263395442,-0.3012879224262439
AG_WH_20,0.5468698295852706,0.5250810050214781,-0.4190557291559104,-0.4391818415708037,-0.1770460683533233,-0.167695878356593,-0.1134495141011317,-0.501661199038396,-0.4605329845091191,-0.0564034854318276,-0.031816705723,0.2998986136731933,-0.3451580786395682,0.095437453393589,-0.2492636182551657,-0.3834382753836211,-0.2099150555704653,-0.353445708433984,-0.4463484499015278,-0.0336159168403212,-0.2878589681881206,-0.3564117852264357,-0.2652472464250117,-0.3101849745971015,-0.2508798785308241
AG_WH_33,0.4303902837397884,0.1513683811826451,-0.294690241578202,-0.4391818415708037,-0.2622961068493776,-0.1777797265057803,-0.1134495141011317,-0.4093294432894288,-0.740028187052358,-0.0564034854318276,-0.0337563253067043,0.1507961464946662,-0.3356383421248697,-0.4214320786390524,-0.4633675149227519,-0.4340582135748534,-0.2152359268410729,-0.364501361278121,-0.4800982436651009,-0.0336159095059635,-0.5442778198218885,-0.3862671415141164,-0.2652472464250109,-0.3137234288447359,-0.2954490272881817
AG_RA_29,2.051126194002443,0.71644114657254,-0.3521518589802063,-0.4391818415708037,-0.2925694598744373,-0.1810882576383221,-0.1134495141011317,-0.4519902499669033,-0.9442690929360236,-0.0564034854318276,-0.0308235204620688,-0.2712278102038044,-0.1832273814178671,-0.3898389207781263,-0.433026188884551,0.3134113778965131,-0.2131435927157177,-0.3684038352583388,-0.5164052268710576,-0.0336159168460955,-0.2544455465786335,-0.3922523362760413,-0.2652472464250114,-0.3106284419981233,-0.2692264938754624
AG_WH_116,-0.4817341876500992,-0.6007061754711629,-0.3466636465497547,-0.4391818415708037,-0.2925694598744373,0.4747384712843098,-0.1134495141011317,-0.4479156767111173,0.6591067640085708,-0.0564034854318276,-0.0376596950549773,-0.1492637731187374,-0.3435678352445686,-0.6640858432094059,0.4220396715337461,-0.3549298035291166,-0.1713875583194159,-0.3449963945670281,2.641696189665983,-0.0336159168455552,0.50676306386618,0.577788663351461,-0.2652472464250113,-0.3223698746492186,-0.3366779149160351
AG_RA_13,1.3335658160352375,1.4160202636570056,1.982409112877142,-0.4391818415708037,-0.2334041313853226,-0.0968237448389323,-0.1134495141011317,1.2812407101088756,-0.7783639261082794,-0.0564034854318276,-0.0271926092602138,-0.2355711697221023,-0.1830328472531601,0.0595105239571713,0.1111875921598269,-0.2231697001636394,-0.190915489101834,-0.2642122364810384,-0.1169079186906311,-0.0336158886313803,0.2435707189462665,-0.229992202720674,-0.2652472464249957,-0.2779618032770799,-0.254861202758893
AG_RA_77,-0.5323384187613763,0.3059656554423822,0.5961161392004828,-0.4391818415708037,-0.2921982698622021,0.0176286153646146,-0.1134495141011317,0.252025396961457,2.391824014788554,-0.0564034854318276,-0.032953944355398,-0.2921492099073592,-0.3451580786395682,-0.152574215816271,0.0496047355970689,-0.2419627252138309,-0.1624357598150924,-0.2864689682429825,0.4861308651058939,-0.0336159167584166,0.4858743699452199,-0.0267659983662222,-0.265247246425005,-0.2982901821896067,-0.2486993510442508
AG_RI_74,-0.5305323116892637,-0.3527045633479805,-0.2779817330013088,-0.4391818415708037,3.28150454762386,-0.1026712013805801,-0.1134495141011317,-0.3969246679542518,-0.2384429606327484,-0.0564034854318276,-0.0363725327703512,-0.1360707321255802,-0.3345374788648789,-0.617367351763816,-0.2240155177806649,1.5431384925452238,-0.1958201453189818,0.9191255396347644,-0.0584830684894762,-0.0336159168388574,-0.539751025855918,-0.1879672541664906,-0.2652472464250108,-0.3070777341290961,1.3379683359615904
AG_SU_24,0.3296682138335884,1.0396740964303677,2.7521988022308945,-0.4391818415708037,-0.2658450137074458,-0.0605238935525443,-0.1134495141011317,1.8527500167488944,0.608750582806403,-0.0564034854318276,-0.0291458972619883,-0.2116459455895734,-0.3451580786395682,-0.5063761592887626,-0.1261393512221993,-0.3676648314829447,-0.1327244677732977,-0.2071745880144589,0.100323169769211,-0.0336159164180558,0.0284538241640619,-0.1276165302451936,-0.2652472464249896,-0.2673447351332611,-0.245434123112309
